_id;Country/Region;Lat;Long;Date;Confirmed;Deaths;Recovered;Active;iso_code;continent;location;date_1;total_cases;new_cases;new_cases_smoothed;total_deaths;new_deaths;new_deaths_smoothed;total_cases_per_million;new_cases_smoothed_per_million;total_deaths_per_million;new_deaths_per_million;new_tests;total_tests;total_tests_per_thousand;new_tests_per_thousand;new_tests_smoothed;new_tests_smoothed_per_thousand;tests_per_case;positive_rate;tests_units;stringency_index;population;population_density;median_age;aged_65_older;aged_70_older;gdp_per_capita;extreme_poverty;cardiovasc_death_rate;diabetes_prevalence;female_smokers;male_smokers;handwashing_facilities;hospital_beds_per_thousand;life_expectancy
5f65d70b7186c31f7a0d6f6f;Albania;411.533;201.683;22/01/2020;0;0;0;0;ALB;Europe;Albania;05/03/2020;789;7;11;31;false;false;274;3;10;false;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;89;2877800;104;38;13;8;11803;1,1;304;10;7;51;NaN;2;78
5f65d70b7186c31f7a0d6f70;Albania;411.533;201.683;22/01/2020;0;0;0;0;ALB;Europe;Albania;05/04/2020;795;6;9;31;false;false;276;3;10;false;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;89;2877800;104;38;13;8;11803;1,1;304;10;7;51;NaN;2;78
5f65d70b7186c31f7a0d6f71;Albania;411.533;201.683;22/01/2020;0;0;0;0;ALB;Europe;Albania;05/05/2020;803;8;9;31;false;false;279;3;10;false;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;89;2877800;104;38;13;8;11803;1,1;304;10;7;51;NaN;2;78
5f65d70b7186c31f7a0d6f72;Albania;411.533;201.683;22/01/2020;0;0;0;0;ALB;Europe;Albania;05/06/2020;820;17;10;31;false;false;284;3;10;false;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;89;2877800;104;38;13;8;11803;1,1;304;10;7;51;NaN;2;78
5f65d70b7186c31f7a0d6f73;Albania;411.533;201.683;22/01/2020;0;0;0;0;ALB;Europe;Albania;05/07/2020;832;12;9;31;false;false;289;3;10;false;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;89;2877800;104;38;13;8;11803;1,1;304;10;7;51;NaN;2;78
5f65d70b7186c31f7a0d6f74;Albania;411.533;201.683;22/01/2020;0;0;0;0;ALB;Europe;Albania;05/08/2020;842;10;9;31;false;false;292;3;10;false;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;89;2877800;104;38;13;8;11803;1,1;304;10;7;51;NaN;2;78
5f65d70b7186c31f7a0d6f75;Albania;411.533;201.683;22/01/2020;0;0;0;0;ALB;Europe;Albania;05/09/2020;850;8;9;31;false;false;295;3;10;false;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;89;2877800;104;38;13;8;11803;1,1;304;10;7;51;NaN;2;78
5f65d70b7186c31f7a0d6f76;Albania;411.533;201.683;22/01/2020;0;0;0;0;ALB;Europe;Albania;05/10/2020;856;6;9;31;false;false;297;3;10;false;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;89;2877800;104;38;13;8;11803;1,1;304;10;7;51;NaN;2;78
5f65d70b7186c31f7a0d6f77;Albania;411.533;201.683;22/01/2020;0;0;0;0;ALB;Europe;Albania;05/11/2020;868;12;10;31;false;false;301;3;10;false;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;89;2877800;104;38;13;8;11803;1,1;304;10;7;51;NaN;2;78
5f65d70b7186c31f7a0d6f78;Albania;411.533;201.683;22/01/2020;0;0;0;0;ALB;Europe;Albania;05/12/2020;872;4;9;31;false;false;303;3;10;false;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;89;2877800;104;38;13;8;11803;1,1;304;10;7;51;NaN;2;78
5f65d70b7186c31f7a0d6f79;Albania;411.533;201.683;22/01/2020;0;0;0;0;ALB;Europe;Albania;5/13/20;876;4;8;31;false;false;304;2;10;false;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;89;2877800;104;38;13;8;11803;1,1;304;10;7;51;NaN;2;78
5f65d70b7186c31f7a0d6f7a;Albania;411.533;201.683;22/01/2020;0;0;0;0;ALB;Europe;Albania;5/14/20;880;4;6;31;false;false;305;2;10;false;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;89;2877800;104;38;13;8;11803;1,1;304;10;7;51;NaN;2;78
5f65d70b7186c31f7a0d6f7b;Albania;411.533;201.683;22/01/2020;0;0;0;0;ALB;Europe;Albania;5/15/20;898;18;8;31;false;false;312;2;10;false;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;89;2877800;104;38;13;8;11803;1,1;304;10;7;51;NaN;2;78
5f65d70b7186c31f7a0d6f7c;Albania;411.533;201.683;22/01/2020;0;0;0;0;ALB;Europe;Albania;5/16/20;916;18;9;31;false;false;318;3;10;false;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;89;2877800;104;38;13;8;11803;1,1;304;10;7;51;NaN;2;78
5f65d70b7186c31f7a0d6f7d;Albania;411.533;201.683;22/01/2020;0;0;0;0;ALB;Europe;Albania;5/17/20;933;17;11;31;false;false;324;3;10;false;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;89;2877800;104;38;13;8;11803;1,1;304;10;7;51;NaN;2;78
